ID,Target,text_length,length_bin,fold
rNLIce5nUCBJo5AF,exceutors Admrs: & assignes or any his or their meanes or ~~~,61,2,1
F7Ff2FSbmcwAGC6d,covenant & grant to & with ye sd William Drax his heires,56,1,2
uj7Pzt6jW4VrnCtj,Signe Seale and Deliver the within writeing as,46,0,4
FvcrsYHZbzPpOlqr,"Thomas Colleton & Jn,^o Reid and tentred according",50,0,3
NQJ8xfzwjlQHF4nu,Advantages and Appertunances whatsoever to,42,0,3
YpjAEkCppj4AiCC6,His Master under God for this present voyage John Philpott and,62,2,2
4kJHoznTvI8dQxWn,Their heires haveing or lawfully Claymeing to,45,0,2
UCmTes0kh1EQvyir,"Severall goods and M^rchandizes bound for Virginia, and in",58,1,1
RkBY1IMdbNG2B9Rd,Roger Burch This first day of July 1681 ffarrell Mackward,57,1,1
KkjuePEr3FulMrNC,of these p^rsents are Lawfully Surely Sol,41,0,1
oQW1edazs9RNntXU,I Thomas Burke for divers good causes and consideracons me hereunto,67,3,3
NRsUkHKPQQUtAtkb,Stocke househould stuffe and other goods menconed and expressed in an,69,3,2
75rzCAeDbMKxhfWc,sixty and one made between the said Thomas,42,0,4
SL9zBwTQiNt0Hm2c,Sattisfaction to be rendred for the Same In Witness where of the,64,2,1
DCWI3Rk4cvG63OjM,is personally appeared in the secretarys office of the Island Barbados,70,3,3
EnUTikV903RGpAaR,Islands afore said or at worst to have the advantage of a trade winds,69,3,4
bGXbA2Pne8UpLvNP,his Honored ffather the said William James one third pa,55,1,3
OW8LN9cCzfLhWOGh,profitts priviledges and appurtenances unto the same,52,1,1
VoCYS8kgnGzYvZJN,other the bargained pmises as in the s^d schedule or Inventory hereunto annexed is,82,4,1
EHkQzt3GEhocddlv,writting as be his discharge according to ye within -,53,1,2
mjt21n9iMJnLwriU,whereon I lived and together with all liberties easmt^s pfitts + comodities,75,4,2
9cCJ5RJR4SAKGV13,in ye pishof S^t Michaells neare ye place,41,0,0
RnfSxbpkgMGxWL0R,and confirmed and by Vertue of these presents doe ~,51,1,4
jIzCSPkd77jXccMv,and for the true pformance hereof wee the sd W^m Baldwine and Tho,65,2,0
Zy4Eb89rUP5ucj2p,Crispe two thousand five hundred pounds of good and merchantable cotton,71,3,0
dkyayq7YYDsBS9UY,in the said Brick house as aforesaid Shall be & amount,54,1,4
PbN7AgFVWN7IgOCG,our heires execr^s administrato^rs ye afore s^d land butting leward of M^r,74,4,3
0PPIgSLnC18UBGtX,"All ye dunghill fowles, three hens and one cocke excepted",57,1,0
ZnAFa9tOkvOtRNBN,pay ment of elevn thousand pounds of good neat and well cleered cotton,70,3,4
w7evzbKwhrUi7DEd,these are to Corlisio that Rob:^t Cole had on bear,50,0,0
ST1nH2w8W5BhBlSD,"of Stephen: Gibbs Chirurgion, South on the lands of Thoma",57,1,3
lU0igyQMM4uG4yAM,"lett or sett ~over~ the said plantac""on or the stocke or appurtenance bought untill",83,4,1
0GpYQYyZqpV8fBFV,5^0 die July Barbados this 2 day of January 1643,48,0,4
bhgU4jvOaePGz1Oc,penall sume of eight thousand pounds of the like condiconed,59,2,1
X45z2YGR6He46kFL,"Act, and Deed Given under my hand the 31^th. 8 .^ber 1693.",58,1,0
3FQcedBxmzcwsYU0,Inmates and other Charges And also payin,40,0,2
80WGNlTG5Mh5tRn0,"prove the Said Will, and did take upon them the execon",54,1,2
EC06U91KV2mZpop1,paym.^t being two hundred pounds Sterl: to be paid and,54,1,1
P4chgRiCnIo2fQ8H,to and in the said three Acres of Land with the prebargained-,61,2,1
oRKzLbru2nVXQL3l,"the plantac""on of Wm: Land all windward and to the Gulle",56,1,2
ruh1NzFI3CFJGZcX,to the Said Appearer or his Owners for or by,44,0,2
lfjerzft3TC3AHnQ,Where As I the said Ralph Wyatt upon the day of the date of these presents,74,4,1
DnNQujp3jIx9xwJb,place bordwinder hime his heires executors administrators,57,1,2
u39hfeqkUqhksSZG,pounds Lik money at the begining of Every Six months from the,61,2,2
yxCgB1YGLTBPifmj,"Chamberlaine surveyor, beareing date the twenty Seventh Day of June",67,3,1
NU5Mv17Kc03bfc8P,the cropp of corn thereon now groweing onely excepted unto the sole and proper use of the,89,4,4
XujX3g08HRinUcDy,of the Island of Barbados Gent send greetinge in our Lord God Everlastinge Knowe,80,4,1
LtNd5vIXaEDG5EKU,give grant bargane and sell unto the said W^m Yeomans twenty acres of land with,79,4,3
0heCwhFpQnxJmAj5,the grdes of God of England Scotland france and,47,0,4
UYExopv1vlBSkdiM,Island his heires executors administrators and,46,0,2
MiEx2OkmrdGFcWxA,the terme afores^d be Sold Conveyed Disposed or Sent,52,1,0
5dloZHc9ze4D3sX2,to the said Richard Davis his heires and assynes forever freely and clearly acquytted,85,4,2
XStGH8IjmVWF0Oju,ever as witness myhand this 25^th day of June 1640,50,0,2
LlRfPmuptTDUdwa0,grounde and in the house one grind~ing~ stone,45,0,0
6x6uZheB1nZMPCfs,"and seale ye seaventeenth day of December Ann, Dom: 1647",56,1,4
teBDKuOQkPclDMX6,then att the Expiracon of the Said notifyed yeare the,53,1,0
oyyigbmH36GRA0jM,these presence confirmeing all and w^tsoever my said attorney in my name and place,82,4,1
AlJDTKW6iml1ysJF,and in further testimonery have caused the seale of the office of Maiorallitye,78,4,3
3LilQldxyiPbg9QV,up in Reath & Roule Due to be pd at or upon ye fyveteenth day,61,2,4
nQmK2stLS9x3obaz,sterling-money of England to mee in hand paid by John Milles of the,67,3,0
XjuCV0kFpO8tT04A,"of and from all and all manner of forever and other gifts grants, bargaines, sales",82,4,4
TtNZPHaQ0Jt7Qg84,Witnesseth that the Said Nicholas Blacke and Nicholas,53,1,0
EBz2UXZYeIoay9S0,(Good and marchantable) was interlyned & ye word day before the sealinge hereof,79,4,4
qWTcMzVv7Wi7RA0e,Memorand: that on the day of the Date of the above,50,0,0
p0qwcM0zGuNnGczk,nowe ridinge att ankore in the Barbados & by God's,50,0,0
IVNDje4W6Uv4r8cy,all others there Concerned for all wrongs preducies hindrances injuries,71,3,0
Di5Y120oFRllvWLn,ye same day freely gave her consent to ye abovesaid,51,1,0
qelRraRW1qmKBHsG,within written Deed In the p^r:Sence of us : .,46,0,3
AHUUMoprxadqgNxf,This Indenture made the Thirteenth day July,43,0,3
W8r9lhWCvhGX1XID,summe contrary to the day and ye are above mencoed and expressed that,69,3,0
bYRLk0bwp2yubsOw,"thirteene Sixteenths thereof , being the groper Estate",54,1,3
glh7OYQMbO2vVfJ4,and manifest with all Christian people that upon the three and,62,2,3
17EGzd8T7Z4ihxKL,Have given granted bargained & sould and by theis,49,0,3
3kHzHgflUnObnHGv,aboard her with all things to the said ship belonging having time,65,2,3
DoDxvmRTqqMV7bih,Everlasting know ye yt I ye sd Xposer Thombleson for divers good causes,71,3,0
xJ4ep9Hc9vColhoy,sell assigne and sett over unto y.^e saide James Thorpe his heyre,65,2,4
AOYNDeh15FMIbOGK,plantacon and halfe of three men (onely one sow to be excepted and Repentance her turkeyes,90,4,3
PWwZ5CUmbSywUiq5,title or interest in or unto ye premisses or any part or pcell thereof in witness,81,4,2
XaDB8eucsjduMJQy,of this above menconed plantacon being yt pte wch lyeth,55,1,2
L11gpEaHwJ4C9HnE,Singular the houses and buildings there on beinge as alsoe a,60,2,4
e9D87KLAlm5wyNL6,them or any of them or against any of their goods or Estates in,63,2,2
0Tp3uhMFGX4XJgA4,written to be his free and voluntary Act & deede,48,0,1
1VRzuhRKIiu19YnW,planter his heires exers admistrs & assynes forever this my plantacon whereon I,79,4,1
vLcpd7GhKBUU21Nv,said parish Marchant my wife and that in case it,48,0,4
tcCABqiaCP5yRnjE,Entred ye Fawcett have bargained and sold unto Nicholas Hide and,64,2,2
2YjzLWwIRjBQrfYJ,bills of Sale mortgages or any other Imcumbrance whatsovr: and yt he,68,3,3
jIz3HVEOkYUP2Ojd,use and behoofe of y^e Saide Richard fford his heyres,53,1,4
zLT5UZrUX856Ov8m,the pish of St Andrews in ye Island aforesd Joyninge & abutinge on,66,3,3
i6NZonvNHVrCZtkk,the same to be recovered against him them or any of them,56,1,4
LnTGAfzOVfS7HQEZ,And It is soe by and between them ffully and absolute,53,1,3
x9pBxKE2rzy7UMXG,the six thousand pounds of Tobaccoe and if in case yt ye said Sixe,66,3,4
Zf2tTj1d1jJzgi0j,"Said Land and premises, free from all Incumbrances -",52,1,3
e6T87shXCg58XyvE,title & interest of & in one plantacon lying & being in the,59,2,3
3OjzxaBY0Q5ljL8l,W^m powrey Esq^re one hundred foott square of land I have limitted and,70,3,2
ifxzSmq4Svl3Anzk,of land being part of the Plantation mee the said Thomas Rennolls conteyneing,77,4,2
iZ6dtH3hYScKp69d,might or may have upon ye land aforesaid To have,48,0,4
6jXh2H3x9exT8QzL,withall houses edifices househould stuffe and implements of househould stuffe x x x x,85,4,0
ERaEE8rxTrsEUS9Y,of Thomas Wills & Robert Wills and xxx of the Rocke and beneath,63,2,0
e4upqQSFsmM7iFaH,to Time and at all Times Dureing The Tearme hereby -,52,1,3
Fdt7T4Se6Efa2PnS,have given granted alliened enfeoffed confirmed Bar-,52,1,1
j8DBSkipAIpfZlEv,pounds Sixteen Shilling five pence Sterling with all the profits,64,2,2
pFjgTUP3GyddmkdS,Wee require & except by theis prsents due & full satisfacon from,64,2,2
r7ir3YdPp0nIhaPw,pson or psons whatsoevr freed & freely discharged well & suffly saved kept,74,4,2
qtpAdj0oWts2Y75i,assigne and settover unto him the said Isaac his lawfull attorney,65,2,0
XxPL1BKkQWc5zzQ9,of Barbados gent for my selfe my heires Executors,49,0,4
7gfQ3dsaJoGqpVD2,of their Mortality p^t and parte like and I do by these presence,64,2,2
xOW4Wt1RBjSe15kE,apptenances unto them the said Thomas Whithead and Peeter Gill theire,69,3,2
O4kWZMuLVIzCDESd,"with forty three Negroes Menn, women, & Children with all uten",62,2,3
bXNXO8827HliedrZ,Wm Lea and Wm Cave both of the same Island planters their heires exes,69,3,2
zecb2UkogQgF7REu,"John Mercer , came and appeared before me this eighteenth day of May 1659",73,3,2
lTIZ0gVim1eimMj4,from henceforth forever to and for such only use and behoofe as they,68,3,3
SMpib8fiB4SWwD29,Padmore west and a parcell of land in the possession of M^r Andrews,67,3,3
Up5Js7uPpP8fLGWd,Issues and proffits whatsoever of all and singular the said Recited,67,3,1
rTe2jJ4aqsCg43kc,Barbados planter for and in Consideracon of the Sume of,55,1,0
49Y8hZ7t7sgwRlLH,Francis Hickman doe for us our heires and assignes covent and grant and,71,3,3
Exy6jl792cJZ6TVP,Intr Ultimo Die unto Leonard Dowden at tene days sight of the sd bill of Exchange and,85,4,2
pFlZH3cvf9jM70j1,Knowe yee that I the said Peeter Parker for and in consideracon of the summe of,79,4,1
uoCwWlwCUtZtRZ80,"adm^rs and either of us, and eother of our heyres Xrs; to and wit",65,2,3
XwlpP5otmI1pUXZY,Samuell Adams w^th the one halfe of all moveables belonginge to the ptacon,74,4,3
6jAabGcizwJKTnQq,made answer that he hath no effects the drawer in his frauds,60,2,3
BCZc0CEybtXiN6Um,sole benefit and use of Will^m Coningham sone,45,0,2
taGghVXrqZfxClIh,of ye date hereof and further I ye said Edward Crane,52,1,2
bVsOqm5fH2TmPtpB,of them doe hereby respectively acknowledge and thereof and,59,2,0
G60ly3eQ50XebPmu,forever & the sd William Drax for him his heires Executors,58,1,2
XXVo8pxx2HGwD29j,the receipt whereof I do hereby acknowledge and there,53,1,3
UeukGvrDOVGRXeTS,fallen and unfallen land or thereaboutes together with the moyetie or one,73,3,4
KACX04e8SrH9bmTX,against hime them or any of them or against of them goods,57,1,3
pw8jI2CHNFgxU5mw,A boutting & Bounding on the Lands of Coll Tymothy Thornhiill,61,2,0
KtSXbIWrlK5Va1AM,near the Towne of St Michaells in the Island of Barbados next,61,2,4
FuN7WNHVO4cRgYef,ye Isld of Barbados Gent & Richd Heughes of ye same Isld Pltr: sendeth,70,3,4
QczOg8vGerJ9I2VI,given in judgemente courte and without done in London this twentieth day,72,3,0
Jtc8PJLiiOEbz35K,"grant, bargaine Sell & Convey all & Singular the before hereby",62,2,2
iGw8dBFykxhv6Rp1,To all Christian people to whome these prsents shall come I John Richardson,75,4,4
ec6qdyV7RjLgfICk,thousand one hundred four pounds of muscavado for the value,59,2,2
OgnbsKNw2dtp7GKR,"Peter Morch and Thomas Williams of the other parrish of St James,",65,2,0
xoUzi8B28rEujQ2G,or any other benefitts thereunto belonginge without suite in Law,64,2,3
ImvmRvqtV0XR2rmT,and pte in the pish of Andrews Overhills in the Island afores'd abutting and,76,4,0
kxIlIqHXJM5fLQ40,of Barbados Cooper and Charity his wife the sole daughter and Hairres of,72,3,4
NE87QeXu74dBz0Bj,the lands of Henry Murrey windward of John Hopcott Leeward the Sea on,69,3,3
VO8WpcESrIkQWSUa,thousand pounds of sound & marchantable tobaccoe in Roule unto Edward,69,3,0
XuuDAV1TBpVZtu4t,and all other rights Title claim and demand whatsoever And,58,1,4
7jhrUxHqSgr3QHZt,"said Luet Coll Richard Bayley and John Sampson, their heirs Executors",69,3,1
pzETr7KDIvjqMeqh,Thomas Austin and John Woodcocke doe binde us or'' heires and assignes,70,3,2
4hlCUmUgFT3sRU3Q,one halfe of my household stuff except one,42,0,4
2znD0YmTvgWAc7O1,8 die Junn 1644 To all Christian people to whome theise psents shall concearne Know,83,4,4
YxLyO8KpjvKgsbXG,all other convenience thereunto belong or in any wayes appertening .,68,3,3
jujrl9mvjv0Vy1ca,is to say five acres of land lying and being in ye,50,0,1
3ijfGIpT0qOZRuS7,in or to the said land any wise belonginge or apptyinge w^th the,64,2,2
KFljH24u6I1SjRxJ,day of ye date of these presents) unto M^r William ~,52,1,3
68XTQQxO8JgaswWF,Stephen Wood in the psence of Franncis Pratt~ Wyatt,51,1,4
1ZMOluz98C1N7ESX,Right title Sufferance or procurement in any Manner of,54,1,1
GvOh4O9I6ZW0Xzlz,& Abraham Symonds for divers good causes & valuable consideracons,65,2,1
XEhx6eusUFtBNhhD,mentioned in manner and form as followeth that is to say to Christopher Neverson,80,4,0
THBj9wz9PD3Bggkx,Tobaccoe well made up in role or Two hundred pounds of,54,1,0
gZTYL1EmGfQU3ZRK,Said Plantacon as formerly and allso accomodation,49,0,2
gLu3GbSabYJtgzjR,Secretary haveing heard did protest as by these p^rsents,56,1,4
UYN9Yx3NPymueZXJ,benefitt use and Behoofe for Ever more and that,47,0,4
s8iWji42Mj7wpIqe,Said Indenture of lease ^as aforesaid And the said,50,0,3
KNKJBnlqxWpujCVL,following that is to say that I Edward Harris have in,53,1,0
ZUQupPMhjID9GGQq,and manifest unto all Christian people that upon the eighteenth day,67,3,0
iUu28y9QRMj4tUFA,hath hereunto sett his hand and seale ye even in London,55,1,2
km5oTMjgRI2GUow5,Lawrence Sonne & daughter unto ye above sd Alex^r Lawrence Thirty,65,2,1
8UV0VUuaj5D7jF3u,or tymber trees thereupon erected standinge and beinge together alsoe with,74,4,3
b5vRxXTxTw87Uy0j,thereof hereunto anexed und:^r the hand of Andrew: Nor,54,1,2
VSC9FEb3CLpmsK11,To all xpian people to whome these prsents shall come greetinge I Thomas Watt,77,4,2
4wXSHorPPXrobi0L,Said John: Sampson. his heyres exec:^rs and adm: of,51,1,3
EASNjYXyJK56LqCo,assignes and Every of them shall and Lawfully may by force,58,1,4
1LoCqt5P2c0oQ5Lq,grant bargaine sell alien enfeoffe and confirme unto the said Captain,69,3,4
gT7S2CnDnp1MEZOQ,One .^th Appearer then and there did .... a contain bill of,59,2,3
YP6Oku21gFEsOIwB,of mee the said Thomas Reade my heyres or assignes,50,0,4
9WnZHqY88T78Cgvz,the some and somes of money herein after menconed & agreed,58,1,4
I8LB7Medjt2hKG10,of Land and premisses doth warrant unto the said,48,0,0
9XAfWiN6tYpLGxiN,10^th Aprill Nettmaker of the one ptie and Capt Christopher Middleton and,73,3,4
kZLBPQwB8giZdY18,To all Christian people to whome these presents shall Co,56,1,3
ds2yzgNWAo3MYQNa,grante bargaine confirme and sell unto phillip Jones of this Isle his heires,76,4,0
NxaNW56UrkHPeBIo,to an Act of this Island made for the Establishing,50,0,0
fk4LdCXvWMzu63NM,Perce Arthur land Richard Robinson windward all which land I the,64,2,3
c4NtZ7rj6nGPAdlc,St Michaels bounded south ward in the land of Mr Thomas Panby,61,2,2
MzHQVvX9NcPLBSQt,in comodities at ye piece curant to windward of the bridge,58,1,0
2YImftXDjEBbhk5j,accordinge to the tenor effect intent and true meaninge of the same Indenture,77,4,0
7lDBxlJMkIBys2QS,plantacon & now called Arcadia & each of them to bear theire equall shares,74,4,2
s4ZRrORurv2KwRAY,above menconed have interchangeably sett their hands,52,1,2
BEqypcdb6M01LGrR,appear Now know ye that we the sd Anna Cornwell & Grace Degennes,64,2,3
oEmdHRDf7rWmLbmN,"Cleared from all former gifts, grants, bargaines, Sales, Judg",61,2,0
0DFBEVC6x3enGEDQ,Bee it knowne unto all men by these presents,44,0,4
qNyOLpOwEHQ9l4t1,peaceably and quietlye enjoye the said land and houseing without the lett,73,3,4
2kbJzvBREwWzzeHU,him them or any of them or against their or any of them goods or Estates In,75,4,3
Do9613kZhc4ERTHH,the other Moyetie or halfe pte of the sd sume of money,54,1,0
9buXSXJAKvaEmlgU,I Capt Thomas Stanhope of the Island of Barbados Esqr doe acknowledge,69,3,1
mQVgQmjTqVvi2SC8,Easements proffitts comodityes Emoluements and advantages whatsoever to,71,3,4
tlFcfdoMobHEav6N,Knowe all men by these prts that I W^m Waterfield of the Island of Barbados carpenter,85,4,2
9Yyul1VsgVuFoeQG,Edw^d. Littleton Esq.^r Guardian of the Said John Burroughs,59,2,0
qlMHylk9AKNiayAz,County of Devon Merchants for that they nor any agent or factor,63,2,1
y3vKE8CoNygX7cQm,Councell of this Island of Barbados now Know yee that wee the said,66,3,4
XRSdH1cm8ft5LV5K,To have and to hould ye one halfe or moyetye of ye said land ground and,71,3,1
msOTKPhl1nkhyQRa,To all people to whome these pr^sents Shall come S:^d Patience Ward Leu:^t Lord,79,4,4
vKzcNrxrQqYPZXMa,Daniell Leech Gabriell Broome and Martine Clarke another bill of sale for,73,3,4
vhlwMTkRDlY9LezM,and unexpired of the said Terme of Ninety and nine,50,0,3
3T8vpteNv3WiYWGW,power and authority to give grant bargain sell enfeoffee assu,61,2,3
AtCiuSrSoSKV3lsv,by these p^rsents acknowledge himselfe to be,44,0,2
Opq31fbBxXD05iNU,of this aforesaid Appearer have protested even,46,0,3
XBolZ9SHDdJp62hD,or cause to be notified by mee or any other person or persons that noe debters pay or cause to be paid,102,4,1
ySXS1iixqMj7coAY,sea betwixt those two portcht storehouses ye one where -,56,1,2
2Pxh4b0BrcFc9DHn,"Edward Walrond, Constant Silvester, Gowin Cavowe",48,0,0
e75E38DWZci4jQnJ,Barbados. To all Christian People to Whome These presents Shall Come I Daniel,77,4,4
XYRMCyIhVR5yX6a1,pounds of like money upon the three and twentieth day,53,1,3
AG4l1kGDKuTzetXf,heyrs according to the forme and Effectt of,43,0,4
2BJ8SFYoT2VdsxfM,he hath been at all Seasonable times ready to receive the said turnage,70,3,0
auytbZ5KKx2e9lmO,and att all tymes hereafter forever peacebly and quietly have hould use,71,3,0
DrK1dDNCFLBe9kbJ,molestacon or deniall of me the said John Mills my heirs or assignes or,71,3,2
xwYwMSZX7nx3vGGe,furniture apparell whatsoever unto ye said shipp,48,0,0
